web-scraper-order,web-scraper-start-url,category_link,category_link-href,product_link,product_link-href,name,price,description,brand,image_url-src
"1769173363-187","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable TOSHIBA Pour PC Portable 19V-3.42A  - Noir","https://www.mytek.tn/chargeur-adaptable-toshiba-pour-pc-portable-19v-3-42a-noir.html","Chargeur Adaptable TOSHIBA Pour PC Portable 19V-3.42A  - Noir","28,900 DT","Chargeur Adaptable TOSHIBA Pour PC Portable - Voltage: 19 Volt - Ampérage: 3.42 Ampère - Connecteur d'alimentation: 5.5 x 2.5 mm - Couleur: Noir.","TOSHIBA",""
"1769173365-188","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable ASUS 19V-3.42A","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-asus-19v-3-42a.html","Chargeur Adaptable Pour PC Portable ASUS 19V-3.42A","28,900 DT","Chargeur Adaptable Pour PC Portable ASUS 19V-3.42A - Puissance: 65 Watts - Tension d'entreé: 100-240V - Tension de Sortie: 19V - 3.42A - Voltage: 19 Volt - Ampérage: 3.42 Ampère - Dimensions: 5.5 mm x 2.5 mm.","ASUS",""
"1769173367-189","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable ACER Pour PC Portable 19V-2.37A","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-acer-19v-2-37a.html","Chargeur Adaptable ACER Pour PC Portable 19V-2.37A","28,900 DT","Chargeur ACER Adaptable Pour PC Portable - Voltage: 19 Volt - Ampérage: 2.37 Ampère - Couleur: Noir - Dimensions: 5.5 x 1.7 mm","ACER",""
"1769173369-190","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable ACER 2.37A-19V","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-acer-19v-2-37a-char-acer-19v-3-42.html","Chargeur Adaptable Pour PC Portable ACER 2.37A-19V","28,900 DT","Chargeur Adaptable Pour PC Portable ACER - Puissance: 65 Watts - Voltage: 19 Volt - Ampérage: 2.37 Ampère - Couleur: Noir - Dimensions: 5.5 mm x 1.7 mm","ACER",""
"1769173372-191","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable ASUS 19V-1.75A","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-asus-19v-1-75a.html","Chargeur Adaptable Pour PC Portable ASUS 19V-1.75A","28,900 DT","Chargeur Adaptable Pour PC Portable ASUS 19V/1.75A - Voltage: 19 Volt - Ampérage: 1.75 Ampère - Dimensions: 4.0 mm x 1.35 mm.","ASUS",""
"1769173374-192","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur SAMSUNG Adaptable Pour PC Portable 19V Grand Bec 3.16A","https://www.mytek.tn/chargeur-samsung-adaptable-pour-pc-portable-19v-grand-bec-3-16a.html","Chargeur SAMSUNG Adaptable Pour PC Portable 19V Grand Bec 3.16A","28,900 DT","Chargeur SAMSUNG Adaptable Pour PC Portable Grand Bec - Tension d'entreé: 100-240V - 1.5A - Tension de Sortie: 19V - 3.16A - Voltage: 19V - Ampérage: 3.16A","SAMSUNG",""
"1769173376-193","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur SAMSUNG Adaptable Pour PC Portable 19V Grand Bec 4.74A","https://www.mytek.tn/chargeur-samsung-adaptable-pour-pc-portable-19v-grand-bec-4-74a.html","Chargeur SAMSUNG Adaptable Pour PC Portable 19V Grand Bec 4.74A","28,900 DT","Chargeur SAMSUNG Adaptable Pour PC Portable Grand Bec - Tension d'entreé: 100-240V - 1.5A - Tension de Sortie: 19V - 4.74A - Voltage: 19V - Ampérage: 4.74A","SAMSUNG",""
"1769173378-194","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable LENOVO Pour PC Portable 20V/4.5A","https://www.mytek.tn/chargeur-adaptable-lenovo-pour-pc-portable-20v-4-5a.html","Chargeur Adaptable LENOVO Pour PC Portable 20V/4.5A","28,900 DT","Chargeur Adaptable Lenovo pour PC Portable 20V/4.5A - Interface: USB - puissance: 90 watts - Voltage: 20 Volt - Ampérage: 4.5 Ampère - Tension d'entrée: AC100-240V - Tension de sortie: 20V/4.5A - Compatible avec les PC Portables: Lenovo Ideapad S210 S215 U330 U330p U330t U430 U430p U530 Z410 Z510 Z710; Thinkpad L440 L540 T440 T440p T440s T540p; Flex 14 20308 80C4, Flex 15 20309 80C5; ThinkPad 20AV, 20AU, 20A - Couleur: Noir","LENOVO",""
"1769173380-195","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable ASUS Petit Bec 19V - 2.37A","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-asus-petit-bec-19v-2-37a.html","Chargeur Adaptable Pour PC Portable ASUS Petit Bec 19V - 2.37A","28,900 DT","Chargeur Adaptable Pour PC Portable ASUS 19V/2.37A - Type de connecteur d'alimentation: Petit Bec - Puissance: 45 Watts - Voltage: 19 Volt - Ampérage: 2.37 Ampère - Dimensions: 4.0 mm x 1.35 mm.","ASUS",""
"1769173382-196","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable DELL Petit Bec 19.5V 3.34A","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-dell-petit-bec-19-5v-3-34a.html","Chargeur Adaptable Pour PC Portable DELL Petit Bec 19.5V 3.34A","28,900 DT","Chargeur Adaptable Pour PC Portable DELL Petit Bec - Voltage: 19.5 V - Ampérage: 3.34 Ampére - Puissance: 65 W - Dimensions: 7.4 x 5.0 mm","DELL",""
"1769173384-197","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable DELL Pour PC Portable Grand Bec 19.5V 4.62A - Noir","https://www.mytek.tn/chargeur-adaptable-dell-pour-pc-portable-grand-bec-19-5v-4-62a-noir.html","Chargeur Adaptable DELL Pour PC Portable Grand Bec 19.5V 4.62A - Noir","28,900 DT","Chargeur DELL Adaptable Pour PC Portable Grand Bec - Voltage: 19V - Ampérage: 4.62A - Connecteur: 7.4*5.0mm - Entrée: AC100 – 240V 1.5A 50-60Hz - Sortie: 19V 4.62A - Puissance: 65W - Alimentation: AC100-240V - 19V 4.62A - Dimensions: 7,4*5,0mm - grand bec - Couleur: Noir","DELL",""
"1769173386-198","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable DELL 19,5V - 4,62A Petit Bec","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-dell-19-5v-4-62a-petit-bec.html","Chargeur Adaptable Pour PC Portable DELL 19,5V - 4,62A Petit Bec","28,900 DT","Chargeur Adaptable Pour PC Portable DELL - Type de connecteur d'alimentation: Petit bec - Puissance: 90 Watts - Voltage: 19.5 Volt - Ampèrage: 4.62 Ampère.","DELL",""
"1769173391-199","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable DELL Pour PC Portable Petit Bec 19.5V 3.34A - Noir","https://www.mytek.tn/chargeur-adaptable-dell-pour-pc-portable-petit-bec-19-5v-3-34a-noir.html","Chargeur Adaptable DELL Pour PC Portable Petit Bec 19.5V 3.34A - Noir","28,900 DT","Chargeur Adaptable DELL Pour PC Portable - Voltage: 19.5 Volt - Ampérage: 3.34 Ampére -Puissance: 65 Watts - Type de Connecteur d'alimentation: Petit Bec - Couleur: Noir","DELL",""
"1769173393-200","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable TOSHIBA Pour PC Portable 19V - 3,42A","https://www.mytek.tn/chargeur-adaptable-toshiba-pour-pc-portable-19v-3-42a.html","Chargeur Adaptable TOSHIBA Pour PC Portable 19V - 3,42A","28,900 DT","Chargeur Adaptable TOSHIBA Pour PC Portable - Voltage: 19 Volt - Ampérage: 3,42 Ampére - Alimentation: AC100-240V - Connecteur: 5.5 x 2.5 mm - Couleur: Noir","TOSHIBA",""
"1769173395-201","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Bloc d'alimentation ENTER ATX-500W","https://www.mytek.tn/bloc-d-alimentation-enter-atx-500w.html","Bloc d'alimentation ENTER ATX-500W","28,500 DT","Bloc d'alimentation ENTER - Puissance: 500 Watts - Facteur de forme: ATX - Nombre de ventilateurs: 1 ventilateur - Longueur cordon d’alimentation: 1.5 métre - Le flux électrique est plus puissant et stable.","ENTER",""
"1769173397-202","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable LENOVO 20V 3.25A Grand Bec - Noir","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-lenovo-20v-3-25a-petit-bec-noir.html","Chargeur Adaptable Pour PC Portable LENOVO 20V 3.25A Grand Bec - Noir","27,900 DT","Chargeur Adaptable pour PC Portable LENOVO - Voltage: 20 Volts - Ampérage: 3.25 Ampére - Type de connecteur d'alimentation: Grand Bec - Couleur: Noir","LENOVO",""
"1769173399-203","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique Métallique Maxtor - Noir","https://www.mytek.tn/pate-thermique-metallique-maxtor-noir.html","Pâte Thermique Métallique Maxtor - Noir","25,000 DT","Pâte Thermique Métallique Maxtor - Appliquer au processeur, au VGA, au chipset, au radiateur et aux autres composants du PC - Aide à disperser efficacement la chaleur du processeur au dissipateur thermique - Faible résistance thermique et conductivité élevée pour un transfert de chaleur supérieur - Résistance aux hautes températures Non toxique, insipide, non corrosif - Couleur: Gris","Sans-Fabricant",""
"1769173401-204","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Chargeur Adaptable Pour PC Portable ACER 3.42A-19V","https://www.mytek.tn/chargeur-adaptable-pour-pc-portable-acer-3-42a-19v.html","Chargeur Adaptable Pour PC Portable ACER 3.42A-19V","25,000 DT","Chargeur Adaptable Pour PC Portable ACER - Puissance: 65 Watts - Voltage: 19 Volt - Ampérage: 3.42 Ampère - Couleur: Noir - Dimensions: 5.5 mm x 1.7 mm","ACER",""
"1769173404-205","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique COOLER MASTER MASTERGel REGULAR","https://www.mytek.tn/pate-thermique-cooler-master-gel-regular.html","Pâte Thermique COOLER MASTER MASTERGel REGULAR","24,000 DT","Pâte Thermique COOLER MASTER MASTERGel REGULAR - Gravité spécifique: 2,5 (g/cm3) (25°C) - Conductivité thermique: 5 (W/mK) - Volume: 1,5 ml - Nettoyant À Graisse - type De Refroidisseur: pâte Thermique - Couleur: Gris","COOLER-MASTER","https://www.mytek.tn/media/catalog/product/p/a/pate-thermique-cooler-master-gel-regular.jpg"
"1769173406-206","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Ventilateur De Processeur WHITE SHARK DASH 1260-01W-R Avec LED Rouge","https://www.mytek.tn/ventilateur-de-processeur-white-shark-dash-1260-01w-r-avec-led-rouge.html","Ventilateur De Processeur WHITE SHARK DASH 1260-01W-R Avec LED Rouge","19,500 DT","Ventilateur De Processeur WHITE SHARK Velocity - LED Rouge - Diamètre ventilateur: 120 mm - Vitesse du ventilateur: 1100 tr / min - Niveau de bruit: 25 dBA - Tension: 12V - Puissance d'entrée nominale: 3600mW - Courant de démarrage: 5V (ON/OFF) - Débit d'air: 25 CFM Max - Courant nominal: 300mA - Palier de ventilateur Hydraulique - Dimensions: 120 x 120 x 25 mm - Garantie: 1 an","WHITE-SHARK",""
"1769173408-207","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique DEEPCOOL DM9 1.5G - Gris","https://www.mytek.tn/pate-thermique-deepcool-dm9-1-5g-gris.html","Pâte Thermique DEEPCOOL DM9 1.5G - Gris","19,000 DT","Pâte Thermique DEEPCOOL DM9 - Gravité spécifique: 3,5 (g/cm3) - type De Refroidisseur: pâte Thermique - Couleur: Gris","DEEPCOOL","https://www.mytek.tn/media/catalog/product/p/a/pate-thermique-deepcool-dm9-1-5g-gris-z.jpg"
"1769173410-208","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique Pour PC AEROCOOL COG 2G 8.5W","https://www.mytek.tn/pate-thermique-aerocool-cog-2g.html","Pâte Thermique Pour PC AEROCOOL COG 2G 8.5W","17,000 DT","Pâte Thermique AEROCOOL COG - Conductivité thermique: > 8,5 W/mK - Contenance: 2G - Impédance thermique: <0,0016 ℃-in2/W - Densité spécifique:  >3,25 - Indice thixotrope 330 ± 10 mm - Composition : silicone 30% / carbone 20% / oxyde métallique 50% - Température de fonctionnement: -30℃ – 280℃ - Viscosité: 1000 cps - type De Refroidisseur: pâte Thermique","AEROCOOL",""
"1769173412-209","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique AEROCOOL BARAG S 3.5G - Gris","https://www.mytek.tn/pate-thermique-aerocool-barag-s-3-5g-gris.html","Pâte Thermique AEROCOOL BARAG S 3.5G - Gris","15,000 DT","Pâte Thermique AEROCOOL BARAG S- Conductivité thermique:  > 5,15 W/mK - Capacité: 3.5G - Température de fonctionnement: -30℃ – 280℃ - type De Refroidisseur: pâte Thermique - Couleur: Gris","AEROCOOL",""
"1769173415-210","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique COOLER MASTER RPD Grease High Performance","https://www.mytek.tn/pate-thermique-cooler-master-rpd-grease-high-performance.html","Pâte Thermique COOLER MASTER RPD Grease High Performance","12,000 DT","Pâte Thermique COOLER MASTER RPD Grease - Gravité spécifique: 2.37 - Viscosité / Fluidité: Non coulant - Conductivité thermique: 0,8 (W/mètre-°C) - Résistivité volumique: 5,0x1015 - Constante diélectrique: 4,4 à 100 kHz - Facteur de dissipation: 0,02 à 100 kHz - Résistance diélectrique: 550 volts/mil, 21,7 kV/mm - Couleur: Blanc","COOLER-MASTER",""
"1769173417-211","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique AEROCOOL BARAF 1G - Gris","https://www.mytek.tn/pate-thermique-aerocool-baraf-1g-gris.html","Pâte Thermique AEROCOOL BARAF 1G - Gris","6,000 DT","Pâte Thermique AEROCOOL BARAF - Conductivité thermique:  > 5,15 W/mK - Capacité: 1G - Impédance thermique: <0,0016 degré Celsius-in2/W -Densité spécifique: >3,25 - Température de fonctionnement: -30℃ – 280℃ - Viscosité: 12500 - type De Refroidisseur: pâte Thermique - Couleur: Gris","AEROCOOL",""
"1769173419-212","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Patte thermique grand format - Blanc","https://www.mytek.tn/patte-thermique-grand-format-blanc.html","Patte thermique grand format - Blanc","1,900 DT","Pâte Thermique - Format: Grand Modèle - Assure un transfert thermique optimal entre le processeur, la carte graphique et le dissipateur thermique - type De Refroidisseur: pâte Thermique - Couleur: Blanc","Sans-Fabricant",""
"1769173421-213","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Patte Thermique Grand Format - Gris","https://www.mytek.tn/patte-thermique-grand-format-gris.html","Patte Thermique Grand Format - Gris","1,900 DT","Pâte Thermique - Format: Grand Modèle - Assure un transfert thermique optimal entre le processeur, la carte graphique et le dissipateur thermique - type De Refroidisseur: pâte Thermique - Couleur: Gris","Sans-Fabricant",""
"1769173423-214","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Pâte Thermique 30G - Blanc","https://www.mytek.tn/pate-thermique-30g-blanc.html","Pâte Thermique 30G - Blanc","1,500 DT","Pâte Thermique - Capacité: 30G - Stabilité et fiabilité de haute qualité - Appliquer au processeur, au VGA, au chipset, au radiateur et aux autres composants du PC - Aide à disperser efficacement la chaleur du processeur au dissipateur thermique - Faible résistance thermique et conductivité élevée pour un transfert de chaleur supérieur - Résistance aux hautes températures. Non toxique, insipide, non corrosif - type De Refroidisseur: pâte Thermique - Couleur: Blanc","Sans-Fabricant",""
"1769173426-215","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","patte thermique petit format blanc","https://www.mytek.tn/patte-thermique-petit-format-blanc.html","patte thermique petit format blanc","0,600 DT","Pâte Thermique - Format: Petit Modèle - Assure un transfert thermique optimal entre le processeur, la carte graphique et le dissipateur thermique - type De Refroidisseur: pâte Thermique - Couleur: Blanc","Sans-Fabricant",""
"1769173428-216","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Composants Informatique","https://www.mytek.tn/informatique/composants-informatique.html","Patte Thermique Petit Format - Gris","https://www.mytek.tn/patte-thermique-petit-format-gris.html","Patte Thermique Petit Format - Gris","0,600 DT","Pâte Thermique - Format: Petit Modèle - Assure un transfert thermique optimal entre le processeur, la carte graphique et le dissipateur thermique - type De Refroidisseur: pâte Thermique - Couleur: Gris","Sans-Fabricant",""
"1769173432-217","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Souris Filaire BLUESTORK M-W-OFF20 - Noir","https://www.mytek.tn/souris-filaire-bluestork-m-w-off20-noir.html","Souris Filaire BLUESTORK M-W-OFF20 - Noir","9,900 DT","Souris Filaire BLUESTORK M-W-OFF20 - Technologie de connectivité: Filaire - Interface: USB - Sensibilité: 800 - 1000 DPI - Compatibilité: Windows / Mac - Poids: 65 g - Dimensions: 10.5 x 6.2 x 0.1 cm - Couleur: Noir - Garantie: 1 an","BLUESTORK","https://www.mytek.tn/media/catalog/product/s/o/souris-filaire-bluestork-m-w-off20-noir-1.jpg"
"1769173435-218","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Souris Sans Fil JERTECH JR8 Silencieux - Rose","https://www.mytek.tn/souris-sans-fil-jertech-jr8-silencieux-rose.html","Souris Sans Fil JERTECH JR8 Silencieux - Rose","9,900 DT","Souris JERTECH JR8 Rose - Connectivité: Sans fil (2,4 GHz) - Interface: USB - Nombre de boutons: 3 - Resolution Optique: 2400 dpi - Distance de fonctionnement: 10 mètres - Garantie: 6 mois.","JERTECH",""
"1769173437-219","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Tapis De Souris TRUST Moyenne 24193 – Noir","https://www.mytek.tn/tapis-de-souris-trust-moyenne-24193-noir.html","Tapis De Souris TRUST Moyenne 24193 – Noir","9,900 DT","Tapis De Souris Gamer TRUST - Epaisseur: 3 mm - Taille: Moyenne - Forme: rectangle - Surface optimisée offre une précision optimale et un contrôle en douceur -Fonctionne avec tous les types de souris, indépendamment de la résolution ou du capteur - Base antidérapante en caoutchouc - Dimensions: 250 x 210 x 3 mm - Couleur: Noir.","TRUST","https://www.mytek.tn/media/catalog/product/t/a/tapis-de-souris-trust-moyenne-24193-noir-m.jpg"
"1769173439-220","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Clavier Filaire JEDEL K29 USB - Noir","https://www.mytek.tn/clavier-filaire-jedel-k29-usb-noir.html","Clavier Filaire JEDEL K29 USB - Noir","9,900 DT","Clavier JEDEL K29 - Technologie de connexion: Filaire - Interface avec l'ordinateur: USB 2.0 - Norme Clavier:  Azerty - Nombre de Touches: 104 - USB universel, Plug & Play - frappe confortable et silencieuse - Longueur du câble: 1.3 mètre - Couleur: Noir - Garantie: 1an .","JEDEL","https://www.mytek.tn/media/catalog/product/c/l/clavier-filaire-jedel-k29-usb-noir-ggfvf.jpg"
"1769173441-221","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Souris Sans Fil MICROKINGDOM M15 - Noir","https://www.mytek.tn/souris-sans-fil-microkingdom-m15-noir.html","Souris Sans Fil MICROKINGDOM M15 - Noir","9,900 DT","Souris MICROKINGDOM M15 - connectivité: Sans fil (2,4 GHz) - Interface: USB - Nombre de boutons: 6 - Resolution Optique: 1600 dpi - Distance de fonctionnement: 10 mètres - Couleur: Noir","MICROKINGDOM","https://www.mytek.tn/media/catalog/product/s/o/souris-sans-fil-microkingdom-m15-noir-1.jpg"
"1769173443-222","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","HUB USB 4 ports USB 2.0 avec interrepteur - Noir","https://www.mytek.tn/hub-usb-4-ports-usb-2-0-avec-interrepteur.html","HUB USB 4 ports USB 2.0 avec interrepteur - Noir","9,900 DT","Hub P-1030 USB 2.0 avec Interrupteur - 4 Ports: Port:USB 2.0, Port mâle ou femelle: Mâle/Femelle -  Portable, facile à transporter - Longueur de Câble: 0.5 m - Compatible avec: 8/7/vista/xp/2000, linux, Mac - Couleur: Noir","Sans-Fabricant",""
"1769173446-223","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Souris Filaire TRUST BASI - Noir","https://www.mytek.tn/souris-filaire-trust-basi-noir.html","Souris Filaire TRUST BASI - Noir","9,900 DT","Souris TRUST BASI - Technologie de connectivite: Filaire - Interface: USB - Type de capteur: Optique - Résolution Optique: 1200 dpi - 3 Boutons et une molette de défilement - Longueur du câble: 1,6 mètres - Dimensions: 116 x 63 x 38 mm - Couleur: Noir - Garantie: 1 an","TRUST","https://www.mytek.tn/media/catalog/product/s/o/souris-filaire-trust-basi-noir-1.png"
"1769173448-224","https://www.mytek.tn/?srsltid=AfmBOorUF8V15Ux16W9yQjs1UW9DZv2mcC5BKSv12S7FHB3SzEhk6VHR","Périphériques & Accessoires","https://www.mytek.tn/informatique/peripheriques-accessoires.html","Souris Optique Filaire SBOX M-958 - Rouge","https://www.mytek.tn/souris-optique-filaire-sbox-m-958-rouge.html","Souris Optique Filaire SBOX M-958 - Rouge","9,800 DT","Souris Optique SBOX - Technologie de Connectivité: Filaire - Interface: USB 2.0 - Type de souris: 3D - Résolution: 1000 DPI - Matériau: plastique ABS - Longueur du câble: 1.5 métre - Dimensions: 114 x 63,8 x 41 mm - Poids: 61,2g - Couleur: Rouge","SBOX","https://www.mytek.tn/media/catalog/product/s/o/souris-optique-s-box-m-958b-rouge.jpg"
